Comuna;FECHA_INMUNIZACION;N° de vacunados;Criterio_elegibilidad;Servicio;FECHA_INMUNIZACION2;Campaña
La Pintana;2023-03-22;738;Población General;Suroriente;03-22;2023
La Pintana;2023-03-23;1075;Población General;Suroriente;03-23;2023
La Pintana;2023-03-24;783;Población General;Suroriente;03-24;2023
La Pintana;2023-03-25;96;Población General;Suroriente;03-25;2023
La Pintana;2023-03-26;1;Población General;Suroriente;03-26;2023
La Pintana;2023-03-27;776;Población General;Suroriente;03-27;2023
La Pintana;2023-03-28;851;Población General;Suroriente;03-28;2023
La Pintana;2023-03-29;831;Población General;Suroriente;03-29;2023
La Pintana;2023-03-30;909;Población General;Suroriente;03-30;2023
La Pintana;2023-03-31;520;Población General;Suroriente;03-31;2023
La Pintana;2023-04-01;97;Población General;Suroriente;04-01;2023
La Pintana;2023-04-03;793;Población General;Suroriente;04-03;2023
La Pintana;2023-04-04;1060;Población General;Suroriente;04-04;2023
La Pintana;2023-04-05;872;Población General;Suroriente;04-05;2023
La Pintana;2023-04-06;644;Población General;Suroriente;04-06;2023
La Pintana;2023-04-10;720;Población General;Suroriente;04-10;2023
La Pintana;2023-04-11;1118;Población General;Suroriente;04-11;2023
La Pintana;2023-04-12;1101;Población General;Suroriente;04-12;2023
La Pintana;2023-04-13;1167;Población General;Suroriente;04-13;2023
La Pintana;2023-04-14;938;Población General;Suroriente;04-14;2023
La Pintana;2023-04-15;146;Población General;Suroriente;04-15;2023
La Reina;2023-03-15;425;Población General;Oriente;03-15;2023
La Reina;2023-03-16;403;Población General;Oriente;03-16;2023
La Reina;2023-03-17;465;Población General;Oriente;03-17;2023
La Reina;2023-03-18;82;Población General;Oriente;03-18;2023
La Reina;2023-03-20;712;Población General;Oriente;03-20;2023
La Reina;2023-03-21;622;Población General;Oriente;03-21;2023
La Reina;2023-03-22;609;Población General;Oriente;03-22;2023
La Reina;2023-03-23;614;Población General;Oriente;03-23;2023
La Reina;2023-03-24;636;Población General;Oriente;03-24;2023
La Reina;2023-03-25;53;Población General;Oriente;03-25;2023
La Reina;2023-03-27;666;Población General;Oriente;03-27;2023
La Reina;2023-03-28;697;Población General;Oriente;03-28;2023
La Reina;2023-03-29;721;Población General;Oriente;03-29;2023
La Reina;2023-03-30;577;Población General;Oriente;03-30;2023
La Reina;2023-03-31;564;Población General;Oriente;03-31;2023
La Reina;2023-04-01;45;Población General;Oriente;04-01;2023
La Reina;2023-04-03;655;Población General;Oriente;04-03;2023
La Reina;2023-04-04;884;Población General;Oriente;04-04;2023
La Reina;2023-04-05;879;Población General;Oriente;04-05;2023
La Reina;2023-04-06;747;Población General;Oriente;04-06;2023
La Reina;2023-04-10;609;Población General;Oriente;04-10;2023
La Reina;2023-04-11;791;Población General;Oriente;04-11;2023
La Reina;2023-04-12;931;Población General;Oriente;04-12;2023
La Reina;2023-04-13;778;Población General;Oriente;04-13;2023
La Reina;2023-04-14;795;Población General;Oriente;04-14;2023
La Reina;2023-04-15;38;Población General;Oriente;04-15;2023
Lampa;2023-03-15;189;Población General;Norte;03-15;2023
Lampa;2023-03-16;184;Población General;Norte;03-16;2023
Lampa;2023-03-17;396;Población General;Norte;03-17;2023
Lampa;2023-03-18;81;Población General;Norte;03-18;2023
Lampa;2023-03-20;342;Población General;Norte;03-20;2023
Lampa;2023-03-21;582;Población General;Norte;03-21;2023
Lampa;2023-03-22;488;Población General;Norte;03-22;2023
Lampa;2023-03-23;562;Población General;Norte;03-23;2023
Lampa;2023-03-24;439;Población General;Norte;03-24;2023
Lampa;2023-03-25;172;Población General;Norte;03-25;2023
Lampa;2023-03-27;484;Población General;Norte;03-27;2023
Lampa;2023-03-28;545;Población General;Norte;03-28;2023
Lampa;2023-03-29;446;Población General;Norte;03-29;2023
Lampa;2023-03-30;517;Población General;Norte;03-30;2023
Lampa;2023-03-31;308;Población General;Norte;03-31;2023
Lampa;2023-04-01;238;Población General;Norte;04-01;2023
Lampa;2023-04-03;477;Población General;Norte;04-03;2023
Lampa;2023-04-04;480;Población General;Norte;04-04;2023
Lampa;2023-04-05;718;Población General;Norte;04-05;2023
Lampa;2023-04-06;498;Población General;Norte;04-06;2023
Lampa;2023-04-10;592;Población General;Norte;04-10;2023
Lampa;2023-04-11;624;Población General;Norte;04-11;2023
Lampa;2023-04-12;738;Población General;Norte;04-12;2023
Lampa;2023-04-13;718;Población General;Norte;04-13;2023
Lampa;2023-04-14;419;Población General;Norte;04-14;2023
Lampa;2023-04-15;105;Población General;Norte;04-15;2023
Las Condes;2023-03-15;1743;Población General;Oriente;03-15;2023
Las Condes;2023-03-16;1634;Población General;Oriente;03-16;2023
Las Condes;2023-03-17;1433;Población General;Oriente;03-17;2023
Las Condes;2023-03-18;820;Población General;Oriente;03-18;2023
Las Condes;2023-03-20;1964;Población General;Oriente;03-20;2023
Las Condes;2023-03-21;2037;Población General;Oriente;03-21;2023
Las Condes;2023-03-22;2036;Población General;Oriente;03-22;2023
Las Condes;2023-03-23;2455;Población General;Oriente;03-23;2023
Las Condes;2023-03-24;1844;Población General;Oriente;03-24;2023
Las Condes;2023-03-25;961;Población General;Oriente;03-25;2023
Las Condes;2023-03-27;1815;Población General;Oriente;03-27;2023
Las Condes;2023-03-28;1837;Población General;Oriente;03-28;2023
Las Condes;2023-03-29;1661;Población General;Oriente;03-29;2023
Las Condes;2023-03-30;2024;Población General;Oriente;03-30;2023
Las Condes;2023-03-31;1869;Población General;Oriente;03-31;2023
Las Condes;2023-04-01;887;Población General;Oriente;04-01;2023
Las Condes;2023-04-03;1448;Población General;Oriente;04-03;2023
Las Condes;2023-04-04;1517;Población General;Oriente;04-04;2023
Las Condes;2023-04-05;1440;Población General;Oriente;04-05;2023
Las Condes;2023-04-06;1711;Población General;Oriente;04-06;2023
Las Condes;2023-04-10;1437;Población General;Oriente;04-10;2023
Las Condes;2023-04-11;1759;Población General;Oriente;04-11;2023
Las Condes;2023-04-12;1621;Población General;Oriente;04-12;2023
Las Condes;2023-04-13;1427;Población General;Oriente;04-13;2023
Las Condes;2023-04-14;1513;Población General;Oriente;04-14;2023
Las Condes;2023-04-15;154;Población General;Oriente;04-15;2023
Lo Barnechea;2023-03-15;398;Población General;Oriente;03-15;2023
Lo Barnechea;2023-03-16;380;Población General;Oriente;03-16;2023
Lo Barnechea;2023-03-17;443;Población General;Oriente;03-17;2023
Lo Barnechea;2023-03-18;33;Población General;Oriente;03-18;2023
Lo Barnechea;2023-03-20;721;Población General;Oriente;03-20;2023
Lo Barnechea;2023-03-21;551;Población General;Oriente;03-21;2023
Lo Barnechea;2023-03-22;739;Población General;Oriente;03-22;2023
Lo Barnechea;2023-03-23;744;Población General;Oriente;03-23;2023
Lo Barnechea;2023-03-24;561;Población General;Oriente;03-24;2023
Lo Barnechea;2023-03-25;49;Población General;Oriente;03-25;2023
Lo Barnechea;2023-03-27;517;Población General;Oriente;03-27;2023
Lo Barnechea;2023-03-28;768;Población General;Oriente;03-28;2023
Lo Barnechea;2023-03-29;938;Población General;Oriente;03-29;2023
Lo Barnechea;2023-03-30;958;Población General;Oriente;03-30;2023
Lo Barnechea;2023-03-31;384;Población General;Oriente;03-31;2023
Lo Barnechea;2023-04-01;59;Población General;Oriente;04-01;2023
Lo Barnechea;2023-04-03;541;Población General;Oriente;04-03;2023
Lo Barnechea;2023-04-04;828;Población General;Oriente;04-04;2023
Lo Barnechea;2023-04-05;560;Población General;Oriente;04-05;2023
Lo Barnechea;2023-04-06;710;Población General;Oriente;04-06;2023
Lo Barnechea;2023-04-10;814;Población General;Oriente;04-10;2023
Lo Barnechea;2023-04-11;961;Población General;Oriente;04-11;2023
Lo Barnechea;2023-04-12;860;Población General;Oriente;04-12;2023
Lo Barnechea;2023-04-13;598;Población General;Oriente;04-13;2023
Lo Barnechea;2023-04-14;740;Población General;Oriente;04-14;2023
Lo Barnechea;2023-04-15;34;Población General;Oriente;04-15;2023
Lo Barnechea;2023-04-16;1;Población General;Oriente;04-16;2023
Lo Espejo;2023-03-15;103;Población General;Sur;03-15;2023
Lo Espejo;2023-03-16;114;Población General;Sur;03-16;2023
Lo Espejo;2023-03-17;337;Población General;Sur;03-17;2023
Lo Espejo;2023-03-18;64;Población General;Sur;03-18;2023
Lo Espejo;2023-03-20;672;Población General;Sur;03-20;2023
Lo Espejo;2023-03-21;531;Población General;Sur;03-21;2023
Lo Espejo;2023-03-22;554;Población General;Sur;03-22;2023
Lo Espejo;2023-03-23;432;Población General;Sur;03-23;2023
Lo Espejo;2023-03-24;331;Población General;Sur;03-24;2023
Lo Espejo;2023-03-25;67;Población General;Sur;03-25;2023
Lo Espejo;2023-03-27;509;Población General;Sur;03-27;2023
Lo Espejo;2023-03-28;463;Población General;Sur;03-28;2023
Lo Espejo;2023-03-29;410;Población General;Sur;03-29;2023
Lo Espejo;2023-03-30;477;Población General;Sur;03-30;2023
Lo Espejo;2023-03-31;400;Población General;Sur;03-31;2023
Lo Espejo;2023-04-01;18;Población General;Sur;04-01;2023
Lo Espejo;2023-04-03;506;Población General;Sur;04-03;2023
Lo Espejo;2023-04-04;596;Población General;Sur;04-04;2023
Lo Espejo;2023-04-05;654;Población General;Sur;04-05;2023
Lo Espejo;2023-04-06;364;Población General;Sur;04-06;2023
Lo Espejo;2023-04-08;19;Población General;Sur;04-08;2023
Lo Espejo;2023-04-10;652;Población General;Sur;04-10;2023
Lo Espejo;2023-04-11;623;Población General;Sur;04-11;2023
Lo Espejo;2023-04-12;485;Población General;Sur;04-12;2023
Lo Espejo;2023-04-13;563;Población General;Sur;04-13;2023
Lo Espejo;2023-04-14;441;Población General;Sur;04-14;2023
Lo Espejo;2023-04-15;60;Población General;Sur;04-15;2023
Lo Prado;2023-03-15;169;Población General;Occidente;03-15;2023
Lo Prado;2023-03-16;186;Población General;Occidente;03-16;2023
Lo Prado;2023-03-17;848;Población General;Occidente;03-17;2023
Lo Prado;2023-03-18;334;Población General;Occidente;03-18;2023
Lo Prado;2023-03-20;1106;Población General;Occidente;03-20;2023
Lo Prado;2023-03-21;962;Población General;Occidente;03-21;2023
Lo Prado;2023-03-22;1069;Población General;Occidente;03-22;2023
Lo Prado;2023-03-23;1131;Población General;Occidente;03-23;2023
Lo Prado;2023-03-24;885;Población General;Occidente;03-24;2023
Lo Prado;2023-03-25;268;Población General;Occidente;03-25;2023
Lo Prado;2023-03-27;1237;Población General;Occidente;03-27;2023
Lo Prado;2023-03-28;1264;Población General;Occidente;03-28;2023
Lo Prado;2023-03-29;1041;Población General;Occidente;03-29;2023
Lo Prado;2023-03-30;1059;Población General;Occidente;03-30;2023
Lo Prado;2023-03-31;1022;Población General;Occidente;03-31;2023
Lo Prado;2023-04-01;279;Población General;Occidente;04-01;2023
Lo Prado;2023-04-03;899;Población General;Occidente;04-03;2023
Lo Prado;2023-04-04;897;Población General;Occidente;04-04;2023
Lo Prado;2023-04-05;766;Población General;Occidente;04-05;2023
Lo Prado;2023-04-06;1030;Población General;Occidente;04-06;2023
Lo Prado;2023-04-10;1054;Población General;Occidente;04-10;2023
Lo Prado;2023-04-11;900;Población General;Occidente;04-11;2023
Lo Prado;2023-04-12;847;Población General;Occidente;04-12;2023
Lo Prado;2023-04-13;992;Población General;Occidente;04-13;2023
Lo Prado;2023-04-14;752;Población General;Occidente;04-14;2023
Lo Prado;2023-04-15;111;Población General;Occidente;04-15;2023
Macul;2023-03-15;284;Población General;Oriente;03-15;2023
Macul;2023-03-16;354;Población General;Oriente;03-16;2023
Macul;2023-03-17;506;Población General;Oriente;03-17;2023
Macul;2023-03-18;6;Población General;Oriente;03-18;2023
Macul;2023-03-20;1100;Población General;Oriente;03-20;2023
Macul;2023-03-21;647;Población General;Oriente;03-21;2023
Macul;2023-03-22;802;Población General;Oriente;03-22;2023
Macul;2023-03-23;747;Población General;Oriente;03-23;2023
Macul;2023-03-24;1121;Población General;Oriente;03-24;2023
Macul;2023-03-25;17;Población General;Oriente;03-25;2023
Macul;2023-03-26;1;Población General;Oriente;03-26;2023
Macul;2023-03-27;693;Población General;Oriente;03-27;2023
Macul;2023-03-28;904;Población General;Oriente;03-28;2023
Macul;2023-03-29;773;Población General;Oriente;03-29;2023
Macul;2023-03-30;1160;Población General;Oriente;03-30;2023
Macul;2023-03-31;1057;Población General;Oriente;03-31;2023
Macul;2023-04-01;14;Población General;Oriente;04-01;2023
Macul;2023-04-03;662;Población General;Oriente;04-03;2023
Macul;2023-04-04;1120;Población General;Oriente;04-04;2023
Macul;2023-04-05;1102;Población General;Oriente;04-05;2023
Macul;2023-04-06;981;Población General;Oriente;04-06;2023
Macul;2023-04-10;572;Población General;Oriente;04-10;2023
Macul;2023-04-11;839;Población General;Oriente;04-11;2023
Macul;2023-04-12;689;Población General;Oriente;04-12;2023
Macul;2023-04-13;1207;Población General;Oriente;04-13;2023
Macul;2023-04-14;847;Población General;Oriente;04-14;2023
Macul;2023-04-15;77;Población General;Oriente;04-15;2023
Macul;2023-04-16;1;Población General;Oriente;04-16;2023
Maipú;2023-03-15;1099;Población General;Central;03-15;2023
Maipú;2023-03-16;1350;Población General;Central;03-16;2023
Maipú;2023-03-17;2085;Población General;Central;03-17;2023
Maipú;2023-03-18;257;Población General;Central;03-18;2023
Maipú;2023-03-19;18;Población General;Central;03-19;2023
Maipú;2023-03-20;2836;Población General;Central;03-20;2023
Maipú;2023-03-21;3425;Población General;Central;03-21;2023
Maipú;2023-03-22;3168;Población General;Central;03-22;2023
Maipú;2023-03-23;3357;Población General;Central;03-23;2023
Maipú;2023-03-24;2558;Población General;Central;03-24;2023
Maipú;2023-03-25;463;Población General;Central;03-25;2023
Maipú;2023-03-26;21;Población General;Central;03-26;2023
Maipú;2023-03-27;2971;Población General;Central;03-27;2023
Maipú;2023-03-28;2847;Población General;Central;03-28;2023
Maipú;2023-03-29;2748;Población General;Central;03-29;2023
Maipú;2023-03-30;3289;Población General;Central;03-30;2023
Maipú;2023-03-31;2424;Población General;Central;03-31;2023
Maipú;2023-04-01;435;Población General;Central;04-01;2023
Maipú;2023-04-03;2759;Población General;Central;04-03;2023
Maipú;2023-04-04;2790;Población General;Central;04-04;2023
Maipú;2023-04-05;3033;Población General;Central;04-05;2023
Maipú;2023-04-06;2606;Población General;Central;04-06;2023
Maipú;2023-04-08;3;Población General;Central;04-08;2023
Maipú;2023-04-10;2256;Población General;Central;04-10;2023
Maipú;2023-04-11;2771;Población General;Central;04-11;2023
Maipú;2023-04-12;2645;Población General;Central;04-12;2023
Maipú;2023-04-13;2403;Población General;Central;04-13;2023
Maipú;2023-04-14;2434;Población General;Central;04-14;2023
Maipú;2023-04-15;578;Población General;Central;04-15;2023
María Pinto;2023-03-15;47;Población General;Occidente;03-15;2023
María Pinto;2023-03-16;62;Población General;Occidente;03-16;2023
María Pinto;2023-03-17;75;Población General;Occidente;03-17;2023
María Pinto;2023-03-18;1;Población General;Occidente;03-18;2023
María Pinto;2023-03-19;66;Población General;Occidente;03-19;2023
María Pinto;2023-03-20;100;Población General;Occidente;03-20;2023
María Pinto;2023-03-21;91;Población General;Occidente;03-21;2023
María Pinto;2023-03-22;86;Población General;Occidente;03-22;2023
María Pinto;2023-03-23;86;Población General;Occidente;03-23;2023
María Pinto;2023-03-24;70;Población General;Occidente;03-24;2023
María Pinto;2023-03-25;81;Población General;Occidente;03-25;2023
María Pinto;2023-03-26;51;Población General;Occidente;03-26;2023
